test_query,rank,split,similar_query,similarity_score
"""The Atkins diet is a low-carbohydrate eating plan that helps individuals lose weight.""",4,test,Atkins diet,0.5747981
"""The Atkins diet is a low-carbohydrate eating plan that helps individuals lose weight.""",5,train,Low Carb Diets Found to Feed Heart Disease,0.5624959
BPA plastic is linked to male sexual dysfunction.,1,test,BPA Plastic and Male Sexual Dysfunction,0.9599402
BPA plastic is linked to male sexual dysfunction.,2,train,Is the plastic chemical BPA really harmful to your health?,0.71172434
BPA plastic is linked to male sexual dysfunction.,3,val,BPA,0.64913297
BPA plastic is linked to male sexual dysfunction.,4,train,Dietary Pollutants May Affect Testosterone Levels,0.64066446
BPA plastic is linked to male sexual dysfunction.,5,train,Cholesterol and Female Sexual Dysfunction,0.6342008
"Magnesium is a chemical element with the symbol ""Mg"" on the periodic table.",1,test,magnesium,0.71801543
"Magnesium is a chemical element with the symbol ""Mg"" on the periodic table.",2,train,Mineral of the Year—Magnesium,0.61242783
"Magnesium is a chemical element with the symbol ""Mg"" on the periodic table.",3,train,manganese,0.5291175
"Magnesium is a chemical element with the symbol ""Mg"" on the periodic table.",4,train,MGUS,0.459107
"Magnesium is a chemical element with the symbol ""Mg"" on the periodic table.",5,train,zinc,0.44001907
Comparing caloric restriction with plant-based diets.,1,test,Caloric Restriction vs. Plant-Based Diets,0.85165894
Comparing caloric restriction with plant-based diets.,2,train,Is Caloric Restriction Good For You?,0.7268646
Comparing caloric restriction with plant-based diets.,3,train,Caloric Restriction vs. Animal Protein Restriction,0.66693044
Comparing caloric restriction with plant-based diets.,4,test,caloric restriction,0.66002226
Comparing caloric restriction with plant-based diets.,5,train,The Benefits of Caloric Restriction Without the Actual Restricting,0.62197936
What is serotonin?,1,test,serotonin,0.845351
What is serotonin?,2,val,Prozac,0.5838142
What is serotonin?,3,train,The Best Way to Boost Serotonin,0.5804282
What is serotonin?,4,train,How To Boost Serotonin Naturally,0.58014387
What is serotonin?,5,train,Plant-Based Diet & Mood,0.5666082
How much alcohol is safe for breast cancer?,1,val,Breast Cancer and Alcohol: How Much is Safe?,0.8870041
How much alcohol is safe for breast cancer?,2,test,Breast Cancer & Alcohol: How Much is Safe?,0.8687961
How much alcohol is safe for breast cancer?,3,train,Breast Cancer Risk: Red Wine vs. White Wine,0.78975403
How much alcohol is safe for breast cancer?,4,train,Breast Cancer and Wine,0.7724633
How much alcohol is safe for breast cancer?,5,train,Mushrooms For Breast Cancer Prevention,0.66328776
Alternative medicine is another term for non-conventional or holistic forms of treatment.,1,test,alternative medicine,0.66564673
Alternative medicine is another term for non-conventional or holistic forms of treatment.,2,train,homeopathy,0.62262887
Alternative medicine is another term for non-conventional or holistic forms of treatment.,3,train,The Lie That Heals: Should Doctors Give Placebos?,0.5534493
Alternative medicine is another term for non-conventional or holistic forms of treatment.,4,train,Lifestyle Medicine Is the Standard of Care for Prediabetes,0.5526865
Alternative medicine is another term for non-conventional or holistic forms of treatment.,5,train,complementary medicine,0.5515312
Bacon that has been enriched with Vitamin C.,1,test,Vitamin C-Enriched Bacon,0.8900252
Bacon that has been enriched with Vitamin C.,2,train,veggie bacon,0.62367535
Bacon that has been enriched with Vitamin C.,3,train,Carcinogens in the Smell of Frying Bacon,0.5809703
Bacon that has been enriched with Vitamin C.,4,train,Bacon and Botulism,0.5321507
Bacon that has been enriched with Vitamin C.,5,train,bacon,0.52830136
Lyme disease is a medical condition caused by a bacteria transmitted through tick bites.,1,test,lyme disease,0.780939
Lyme disease is a medical condition caused by a bacteria transmitted through tick bites.,2,train,How a Tick Bite Can Lead to Food Allergies,0.68392706
Lyme disease is a medical condition caused by a bacteria transmitted through tick bites.,3,val,tick bites,0.63312936
Lyme disease is a medical condition caused by a bacteria transmitted through tick bites.,4,train,Why Do Plant-Based Diets Help Rheumatoid Arthritis?,0.53785384
Lyme disease is a medical condition caused by a bacteria transmitted through tick bites.,5,train,Brain Parasites in Meat,0.51195484
Dr. Dean Ornish is a renowned individual in his field.,1,test,Dr. Dean Ornish,0.83550996
Dr. Dean Ornish is a renowned individual in his field.,2,train,Dr. Richard Fleming,0.4596623
Dr. Dean Ornish is a renowned individual in his field.,3,train,Dr. Roy Swank,0.44380924
Dr. Dean Ornish is a renowned individual in his field.,4,train,Dr. John McDougall,0.42843097
Dr. Dean Ornish is a renowned individual in his field.,5,train,Dr. Caldwell Esselstyn,0.4086693
Tufts University is a prestigious academic institution.,1,test,Tufts,0.66617346
Tufts University is a prestigious academic institution.,2,train,Harvard,0.46001464
Tufts University is a prestigious academic institution.,3,test,Yale,0.45709932
Tufts University is a prestigious academic institution.,4,train,American College of Cardiology,0.4083838
Tufts University is a prestigious academic institution.,5,train,Johns Hopkins University,0.4058398
Diet can be utilized to prevent Ulcerative Colitis.,1,test,Preventing Ulcerative Colitis with Diet,0.8804803
Diet can be utilized to prevent Ulcerative Colitis.,2,val,ulcerative colitis,0.757523
Diet can be utilized to prevent Ulcerative Colitis.,3,train,colibacillosis,0.61342895
Diet can be utilized to prevent Ulcerative Colitis.,4,train,inflammatory bowel disease,0.5712563
Diet can be utilized to prevent Ulcerative Colitis.,5,train,pseudomembranous colitis,0.5625979
Does Caffeinated Tea Cause Dehydration?,1,test,Is Caffeinated Tea Really Dehydrating?,0.9328649
Does Caffeinated Tea Cause Dehydration?,2,train,Is Caffeinated Tea Dehydrating?,0.9308939
Does Caffeinated Tea Cause Dehydration?,3,train,dehydration,0.63409233
Does Caffeinated Tea Cause Dehydration?,4,train,Childhood Tea Drinking May Increase Fluorosis Risk,0.6296261
Does Caffeinated Tea Cause Dehydration?,5,train,Tea and Fluoride Risk,0.5955977
Sulfur is being inquired about.,1,test,sulfur,0.7501435
Sulfur is being inquired about.,2,train,sulfur dioxide,0.5890876
Sulfur is being inquired about.,3,train,sulfites,0.5094377
Sulfur is being inquired about.,4,train,Sulfite sensitivity from sulphur dioxide in dried fruits?,0.50901407
Sulfur is being inquired about.,5,train,preservatives,0.4524469
Is D2 (ergocalciferol) inferior to D3 (cholecalciferol) as a preferable form of vitamin D?,1,test,Is vitamin D3 (cholecalciferol) preferable to D2 (ergocalciferol)?,0.96296626
Is D2 (ergocalciferol) inferior to D3 (cholecalciferol) as a preferable form of vitamin D?,2,train,Is Vitamin D3 Better Than D2?,0.86551815
Is D2 (ergocalciferol) inferior to D3 (cholecalciferol) as a preferable form of vitamin D?,3,train,Is Vitamin D the New Vitamin E?,0.7389012
Is D2 (ergocalciferol) inferior to D3 (cholecalciferol) as a preferable form of vitamin D?,4,test,Vitamin D: Shedding some light on the new recommendations,0.6888849
Is D2 (ergocalciferol) inferior to D3 (cholecalciferol) as a preferable form of vitamin D?,5,val,How the Institute of Medicine Arrived at Their Vitamin D Recommendation,0.6819997
Can plants and supplements be used to treat asthma?,1,test,Treating Asthma With Plants vs. Supplements?,0.8697326
Can plants and supplements be used to treat asthma?,2,train,Treating Asthma With Plants vs. Pills,0.84240663
Can plants and supplements be used to treat asthma?,3,train,How Fruits and Vegetables Can Treat Asthma,0.8013631
Can plants and supplements be used to treat asthma?,4,train,Preventing Asthma With Fruits and Vegetables,0.77637947
Can plants and supplements be used to treat asthma?,5,val,Treating Asthma and Eczema With Plant-Based Diets,0.7684138
There are bagels.,1,test,bagels,0.914711
There are bagels.,2,train,pretzels,0.6312313
There are bagels.,3,train,Froot Loops,0.47240666
There are bagels.,4,train,Twinkies,0.46923858
There are bagels.,5,train,doughnuts,0.46333945
Parkinsons disease is a neurodegenerative disorder affecting movement and causing symptoms such as tremors and rigidity.,1,test,Parkinson's disease,0.71305764
Parkinsons disease is a neurodegenerative disorder affecting movement and causing symptoms such as tremors and rigidity.,2,train,Muscle Tremors & Diet,0.62203443
Parkinsons disease is a neurodegenerative disorder affecting movement and causing symptoms such as tremors and rigidity.,3,train,tremors,0.61124134
Parkinsons disease is a neurodegenerative disorder affecting movement and causing symptoms such as tremors and rigidity.,4,train,parkinsonism-dementia complex,0.5854292
Parkinsons disease is a neurodegenerative disorder affecting movement and causing symptoms such as tremors and rigidity.,5,train,essential tremor,0.5527897
What is the bioavailability?,1,test,bioavailability,0.8734525
What is the bioavailability?,2,val,Boosting the Bioavailability of Curcumin,0.48859894
What is the bioavailability?,3,train,Metabolife,0.44254875
What is the bioavailability?,4,train,nutrient absorption,0.43206254
What is the bioavailability?,5,train,Airborne Supplements,0.42866158
Cauliflower is being referred to.,1,test,cauliflower,0.8237072
Cauliflower is being referred to.,2,train,Which Vegetable Binds Bile Best?,0.54432595
Cauliflower is being referred to.,3,val,cabbage,0.5279628
Cauliflower is being referred to.,4,train,cruciferous vegetables,0.5172255
Cauliflower is being referred to.,5,train,Raw vs. Cooked Broccoli,0.50639653
Psoriasis can be effectively managed by adopting plant-based diets.,1,test,Plant-Based Diets for Psoriasis,0.85703504
Psoriasis can be effectively managed by adopting plant-based diets.,2,train,psoriasis,0.7730714
Psoriasis can be effectively managed by adopting plant-based diets.,3,train,Plant-Based Diets for Rheumatoid Arthritis,0.6268255
Psoriasis can be effectively managed by adopting plant-based diets.,4,val,Treating Asthma and Eczema With Plant-Based Diets,0.57739526
Psoriasis can be effectively managed by adopting plant-based diets.,5,train,Diet & Rheumatoid Arthritis,0.57529867
Bone fractures occur when there is a break in the bone.,1,test,bone fractures,0.7016565
Bone fractures occur when there is a break in the bone.,2,train,Is Protein Bad to the Bone?,0.66052294
Bone fractures occur when there is a break in the bone.,3,train,Long-Term Vegan Bone Health,0.6502976
Bone fractures occur when there is a break in the bone.,4,train,Does Animal Protein Cause Osteoporosis?,0.6261356
Bone fractures occur when there is a break in the bone.,5,train,bone health,0.6032709
Can probiotics be used to prevent the common cold?,1,test,Preventing the Common Cold with Probiotics?,0.95859075
Can probiotics be used to prevent the common cold?,2,train,Probiotics During Cold Season?,0.792027
Can probiotics be used to prevent the common cold?,3,train,Preventing and Treating Diarrhea with Probiotics,0.7131336
Can probiotics be used to prevent the common cold?,4,train,Can Gargling Prevent The Common Cold?,0.71166563
Can probiotics be used to prevent the common cold?,5,train,The Best Way to Prevent the Common Cold?,0.68634635
What is titanium dioxide?,1,test,titanium dioxide,0.8238249
What is titanium dioxide?,2,test,Should We Avoid Titanium Dioxide?,0.73028445
What is titanium dioxide?,3,test,Titanium Dioxide & Inflammatory Bowel Disease,0.71974874
What is titanium dioxide?,4,train,Is titanium dioxide in Daiya cheese harmful as a food additive?,0.61225104
What is titanium dioxide?,5,train,sulfur dioxide,0.50396657
The Dietary Theory of Alzheimers suggests a relationship between diet and Alzheimers.,1,test,Dietary Theory of Alzheimer's,0.8788347
The Dietary Theory of Alzheimers suggests a relationship between diet and Alzheimers.,2,train,Preventing Alzheimer’s with Lifestyle Changes,0.7356015
The Dietary Theory of Alzheimers suggests a relationship between diet and Alzheimers.,3,train,Alzheimer’s Disease: Up to half of cases potentially preventable,0.7222268
